score,silhouette,num_clusters,clustered_percentage,noise_rate,min_cluster_size,min_samples,method,eps,metric
0.4923568530289556,0.2634839713573456,4,0.9997269102627123,0.0002730897372876727,5,15,eom,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,5,15,eom,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,5,15,eom,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,5,15,eom,0.3,euclidean
0.6401254060628588,0.6359016299247742,647,0.31664755038505654,0.6833524496149435,5,15,leaf,0.0,euclidean
0.15149721930725504,-0.251726895570755,15,0.9923534873559452,0.007646512644054837,5,15,leaf,0.02,euclidean
0.4923568530289556,0.2634839713573456,4,0.9997269102627123,0.0002730897372876727,5,15,leaf,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,5,15,leaf,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,5,15,leaf,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,5,15,leaf,0.3,euclidean
0.5722474226512304,0.424323171377182,1261,0.58407067562401,0.41592932437598995,10,1,eom,0.0,euclidean
0.07116545086810963,-0.3776094317436218,18,0.9983068436288164,0.001693156371183571,10,1,eom,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,10,1,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,1,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,1,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,1,eom,0.3,euclidean
0.5426576835736473,0.43679100275039673,1583,0.4563466054945655,0.5436533945054345,10,1,leaf,0.0,euclidean
0.07116545086810963,-0.3776094317436218,18,0.9983068436288164,0.001693156371183571,10,1,leaf,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,10,1,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,1,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,1,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,1,leaf,0.3,euclidean
0.580435310811776,0.4501349925994873,1069,0.5511360533071167,0.44886394669288326,10,2,eom,0.0,euclidean
0.07242522064986709,-0.37862008810043335,19,0.9981976077339013,0.00180239226609864,10,2,eom,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,10,2,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,2,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,2,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,2,eom,0.3,euclidean
0.5600897281688099,0.47872301936149597,1350,0.41661204871920915,0.5833879512807909,10,2,leaf,0.0,euclidean
0.07242522064986709,-0.37862008810043335,19,0.9981976077339013,0.00180239226609864,10,2,leaf,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,10,2,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,2,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,2,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,2,leaf,0.3,euclidean
0.6229962709271163,0.5270642638206482,747,0.5135042875088754,0.4864957124911246,10,5,eom,0.0,euclidean
0.07827845693497934,-0.369936466217041,19,0.9974466109563602,0.00255338904363974,10,5,eom,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,10,5,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,5,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,5,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,5,eom,0.3,euclidean
0.6072210198589061,0.5654935240745544,934,0.3712518433557267,0.6287481566442733,10,5,leaf,0.0,euclidean
0.07827845693497934,-0.369936466217041,19,0.9974466109563602,0.00255338904363974,10,5,leaf,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,10,5,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,5,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,5,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,10,5,leaf,0.3,euclidean
0.6357920679746446,0.5515353083610535,583,0.49905784040635753,0.5009421595936425,10,10,eom,0.0,euclidean
0.11308590549411257,-0.3193396031856537,19,0.9954120924135671,0.004587907586432902,10,10,eom,0.02,euclidean
0.5106568628756429,0.29248398542404175,3,0.9997269102627123,0.0002730897372876727,10,10,eom,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,10,eom,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,10,eom,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,10,eom,0.3,euclidean
0.6356508005579514,0.6108358502388,707,0.3602190179693047,0.6397809820306953,10,10,leaf,0.0,euclidean
0.11308590549411257,-0.3193396031856537,19,0.9954120924135671,0.004587907586432902,10,10,leaf,0.02,euclidean
0.5106568628756429,0.29248398542404175,3,0.9997269102627123,0.0002730897372876727,10,10,leaf,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,10,leaf,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,10,leaf,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,10,leaf,0.3,euclidean
0.621736129863954,0.5321751832962036,422,0.49737833852203833,0.5026216614779616,10,15,eom,0.0,euclidean
0.15149721930725504,-0.251726895570755,15,0.9923534873559452,0.007646512644054837,10,15,eom,0.02,euclidean
0.4923568530289556,0.2634839713573456,4,0.9997269102627123,0.0002730897372876727,10,15,eom,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,15,eom,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,15,eom,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,15,eom,0.3,euclidean
0.6456704165697996,0.62800532579422,520,0.3535556283794855,0.6464443716205145,10,15,leaf,0.0,euclidean
0.15149721930725504,-0.251726895570755,15,0.9923534873559452,0.007646512644054837,10,15,leaf,0.02,euclidean
0.4923568530289556,0.2634839713573456,4,0.9997269102627123,0.0002730897372876727,10,15,leaf,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,15,leaf,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,15,leaf,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,10,15,leaf,0.3,euclidean
0.5889675956592391,0.4476063847541809,566,0.5854770877710416,0.41452291222895843,20,1,eom,0.0,euclidean
0.18637472066106944,-0.19258001446723938,11,0.9972691026271233,0.0027308973728767272,20,1,eom,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,20,1,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,1,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,1,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,1,eom,0.3,euclidean
0.5770307406131193,0.48118457198143005,693,0.46733846742039437,0.5326615325796057,20,1,leaf,0.0,euclidean
0.18637472066106944,-0.19258001446723938,11,0.9972691026271233,0.0027308973728767272,20,1,leaf,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,20,1,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,1,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,1,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,1,leaf,0.3,euclidean
0.5968335724450243,0.47195765376091003,521,0.5548773827079578,0.44512261729204217,20,2,eom,0.0,euclidean
0.17078565062339554,-0.21766044199466705,12,0.9971598667322082,0.0028401332677917964,20,2,eom,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,20,2,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,2,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,2,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,2,eom,0.3,euclidean
0.5891411202678167,0.5107975602149963,631,0.43860942705773115,0.5613905729422688,20,2,leaf,0.0,euclidean
0.17078565062339554,-0.21766044199466705,12,0.9971598667322082,0.0028401332677917964,20,2,leaf,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,20,2,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,2,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,2,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,2,leaf,0.3,euclidean
0.6248299592150326,0.5289698839187622,439,0.5151701349063302,0.48482986509366977,20,5,eom,0.0,euclidean
0.19296403733871031,-0.18565517663955688,12,0.9964088699546672,0.0035911300453328964,20,5,eom,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,20,5,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,5,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,5,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,5,eom,0.3,euclidean
0.6134922494004246,0.5589740872383118,522,0.4073679611120214,0.5926320388879786,20,5,leaf,0.0,euclidean
0.19296403733871031,-0.18565517663955688,12,0.9964088699546672,0.0035911300453328964,20,5,leaf,0.02,euclidean
0.5106592768974506,0.29247573018074036,3,0.9997542192364411,0.00024578076355890547,20,5,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,5,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,5,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,20,5,leaf,0.3,euclidean
0.6411199230015248,0.5632955431938171,383,0.48937680921950955,0.5106231907804905,20,10,eom,0.0,euclidean
0.15209294911477284,-0.24894331395626068,14,0.9945108962805178,0.005489103719482222,20,10,eom,0.02,euclidean
0.5106568628756429,0.29248398542404175,3,0.9997269102627123,0.0002730897372876727,20,10,eom,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,10,eom,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,10,eom,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,10,eom,0.3,euclidean
0.6358418832924176,0.6005226969718933,443,0.3849199847069747,0.6150800152930253,20,10,leaf,0.0,euclidean
0.15209294911477284,-0.24894331395626068,14,0.9945108962805178,0.005489103719482222,20,10,leaf,0.02,euclidean
0.5106568628756429,0.29248398542404175,3,0.9997269102627123,0.0002730897372876727,20,10,leaf,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,10,leaf,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,10,leaf,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,10,leaf,0.3,euclidean
0.6359896520796358,0.5500327348709106,329,0.5032224588999945,0.49677754110000544,20,15,eom,0.0,euclidean
0.15149721930725504,-0.251726895570755,15,0.9923534873559452,0.007646512644054837,20,15,eom,0.02,euclidean
0.4923568530289556,0.2634839713573456,4,0.9997269102627123,0.0002730897372876727,20,15,eom,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,15,eom,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,15,eom,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,15,eom,0.3,euclidean
0.6444331044869873,0.6143758893013,393,0.38123327325359113,0.6187667267464089,20,15,leaf,0.0,euclidean
0.15149721930725504,-0.251726895570755,15,0.9923534873559452,0.007646512644054837,20,15,leaf,0.02,euclidean
0.4923568530289556,0.2634839713573456,4,0.9997269102627123,0.0002730897372876727,20,15,leaf,0.05,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,15,leaf,0.1,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,15,leaf,0.2,euclidean
0.5378470277137958,0.3341725170612335,2,0.9997542192364411,0.00024578076355890547,20,15,leaf,0.3,euclidean
0.6018554092024889,0.4731276333332062,390,0.5688868862308154,0.43111311376918454,30,1,eom,0.0,euclidean
0.30328506277058676,-0.011092264205217361,6,0.996832159047463,0.0031678409525370036,30,1,eom,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,eom,0.3,euclidean
0.5836243830327028,0.49188563227653503,468,0.4643481347970943,0.5356518652029056,30,1,leaf,0.0,euclidean
0.30328506277058676,-0.011092264205217361,6,0.996832159047463,0.0031678409525370036,30,1,leaf,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,1,leaf,0.3,euclidean
0.6043730575618793,0.48800092935562134,364,0.5425746900431482,0.4574253099568518,30,2,eom,0.0,euclidean
0.23583729977785378,-0.1102682426571846,7,0.9967502321262767,0.0032497678737233053,30,2,eom,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,eom,0.3,euclidean
0.5954811120168041,0.5149683356285095,423,0.4500109235894915,0.5499890764105085,30,2,leaf,0.0,euclidean
0.23583729977785378,-0.1102682426571846,7,0.9967502321262767,0.0032497678737233053,30,2,leaf,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,2,leaf,0.3,euclidean
0.6344121229252072,0.544619083404541,307,0.5105958818067617,0.4894041181932383,30,5,eom,0.0,euclidean
0.28267015567357456,-0.043141789734363556,7,0.9962313616254301,0.0037686383745698837,30,5,eom,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,eom,0.3,euclidean
0.6203474681210991,0.567520797252655,362,0.41027636681413515,0.5897236331858648,30,5,leaf,0.0,euclidean
0.28267015567357456,-0.043141789734363556,7,0.9962313616254301,0.0037686383745698837,30,5,leaf,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,30,5,leaf,0.3,euclidean
0.6490145594394345,0.574661374092102,281,0.48917199191654376,0.5108280080834562,30,10,eom,0.0,euclidean
0.22444217651729872,-0.1313132643699646,9,0.9945382052542465,0.0054617947457534545,30,10,eom,0.02,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,eom,0.05,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,eom,0.1,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,eom,0.2,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,eom,0.3,euclidean
0.6269796216339434,0.5822327733039856,322,0.39805560107051174,0.6019443989294883,30,10,leaf,0.0,euclidean
0.22444217651729872,-0.1313132643699646,9,0.9945382052542465,0.0054617947457534545,30,10,leaf,0.02,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,leaf,0.05,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,leaf,0.1,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,leaf,0.2,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,10,leaf,0.3,euclidean
0.6451234400760691,0.5654802918434143,243,0.49762411928559724,0.5023758807144028,30,15,eom,0.0,euclidean
0.1983624290938985,-0.17012806236743927,10,0.9915069091703533,0.008493090829646622,30,15,eom,0.02,euclidean
0.5215845574398579,0.3082588315010071,3,0.9993445846305096,0.0006554153694904145,30,15,eom,0.05,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,15,eom,0.1,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,15,eom,0.2,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,15,eom,0.3,euclidean
0.646720404018833,0.6146765351295471,291,0.3881560980938336,0.6118439019061663,30,15,leaf,0.0,euclidean
0.1983624290938985,-0.17012806236743927,10,0.9915069091703533,0.008493090829646622,30,15,leaf,0.02,euclidean
0.5215845574398579,0.3082588315010071,3,0.9993445846305096,0.0006554153694904145,30,15,leaf,0.05,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,15,leaf,0.1,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,15,leaf,0.2,euclidean
0.5528172523041308,0.35573410987854004,2,0.9993445846305096,0.0006554153694904145,30,15,leaf,0.3,euclidean
0.6019989376739656,0.47419875860214233,329,0.5668660221748867,0.4331339778251133,36,1,eom,0.0,euclidean
0.30328506277058676,-0.011092264205217361,6,0.996832159047463,0.0031678409525370036,36,1,eom,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,eom,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,eom,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,eom,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,eom,0.3,euclidean
0.5871625881809963,0.4931715726852417,386,0.47314162433775736,0.5268583756622426,36,1,leaf,0.0,euclidean
0.30328506277058676,-0.011092264205217361,6,0.996832159047463,0.0031678409525370036,36,1,leaf,0.02,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,leaf,0.05,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,leaf,0.1,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,leaf,0.2,euclidean
0.552773507487475,0.35549020767211914,2,0.9997678737233054,0.00023212627669452182,36,1,leaf,0.3,euclidean
